Track,Artist,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,lyrics,lyrics_found
No More Parties,Coi Leray,No More Parties,2021,140920,4,0.847,0.405,11,-10.901,1,0.584,0.232,5.37e-06,0.0944,0.588,156.999,46,"Yeah
They wan' eat off my plate (Eat off my plate, eat off my plate)
They wanna eat off me (Eat off me, eat off me)
When I had my vision, you couldn't see it (Couldn't see it)

I'm off to better things
I'm only doing shit that's gonna make me elevate (Elevate, elevate)
Only want people around that's gonna make me better
Bitch, pull up in that mhm
It's so mhm
They ask, ""how I get that ooh""?

I'm too busy getting this money, counting this cheddar (Counting this cheddar)
My daddy let me down, but I promise you, I won't let up (I won't lеt up)
I wanna say fuck that man but the shit won't make me bеtter (Make me better)
Me and my brother still beefin' right now, 'cause he ain't get that letter
Numb to the pain
Yeah, and I'm like yeah
Fuck everybody, yeah, I can't trust nobody
I ain't even really tryna party
Don't invite me to no party

Bitch, pull-up in that mhm
It's so mhm (Mhm)
They ask, how I get that ooh?
I'm a hustla', baby (Yeah)
You must not know me, baby (Know me baby, know me baby)

I'm off to better things
I'm only doing shit that's gonna make me elevate (Elevate, elevate)
Only want people around that's gonna make me better
Bitch, pull up in that mhm
It's so mhm
They ask, ""how I get that ooh""?

C-c-c-can't worry bout nobody, gotta worry about my business (Bout my business)
Don't bring them niggas around me, I don't know they intentions (They intentions)
Don't wanna fall In love 'cause these lil' niggas trippin' (Trippin', trippin')
Why I stay out the way, gotta make sure I keep my distance
Why-why-why they wanna hate me?
This shit crazy (Crazy)
She mad I took her nigga, ooh
That's my bussit baby, ooh, yeah
You must not know me baby (Know me baby, know me, know me, know me)
Hehehe

I'm off to better things
I'm only doing shit that's gonna make me elevate (Elevate)
Only want people around that's gonna make me better
Bitch, pull up in that mhm
It's so mhm (Mhm)
They ask ""how I get that ooh""?

Bitch pull-up in that mhm
It's so mhm (Mhm)
They ask ""how I get that ooh""?",True
Players,Coi Leray,Players,2022,139560,4,0.948,0.512,6,-5.74,0,0.146,0.0269,8.57e-06,0.0504,0.599,105.004,71,"Yeah, 'cause girls is players too
Uh, yeah, yeah, 'cause girls is players too (Keep it player, baby)
'Cause girls is players too
Bitches gettin' money all around the world 'cause girls is players too

What you know about livin' on the top?
Penthouse suites, lookin' down on the opps
Took him for a test drive, left him on the lot
Time is money, so I spent it on a watch
Hold on, lil' titties showin' through the white tee
You can see the thong bustin' out my tight jeans (Okay)
Rocks on my fingers like a nigga wifed me
Got another shorty? She ain't nothin' like me

Yeah, 'bout to catch another flight
Yeah, the apple bottom make him wanna bite
Yeah, I just wanna have a good night
I just wanna have a good night
Hold up, if you don't know, now you know
If he broke, then you gotta let him go
You could have anybody, eeny, miny, moe
'Cause when you a boss, you could do what you want

Yeah, 'cause girls is players too
Uh, yeah, yeah, 'cause girls is players too (Keep it player, baby)
'Cause girls is players too
Bitches gettin' money all around the world 'cause girls is players too

I go on and on and on again
He blowin' up my phone, but I'm ignorin' him
He thinkin' he the one, I got like four of him
Yeah, I'm sittin' first class like valedictorian
Uh, came a long way from rag to riches
Five-star bitch, yeah, I taste so delicious
Let him lick the plate, yeah, I make him do the dishes
Now he on News 12 'cause a bitch went missin', sheesh

Yeah, 'bout to catch another flight
Yeah, the apple bottom make him wanna bite
Yeah, I just wanna have a good night
I just wanna have a good night
Hold up, if you don't know, now you know
If he broke, then you gotta let him go
You could have anybody, eeny, miny, moe
'Cause when you a boss, you could do what you want

Yeah, 'cause girls is players too
Uh (And it's time that we let 'em know that—), girls is players too (Keep it player, baby)
'Cause girls is players too
Bitches gettin' money all around the world 'cause girls is players too",True
TWINNEM,Coi Leray,TWINNEM,2021,117066,4,0.885,0.353,2,-10.484,1,0.0912,0.0866,5.78e-05,0.173,0.316,134.079,47,"Ooh (Mm)
Ooh (Mm)

Yeah, that's my twinnem
Go, best friend, we killin' 'em
Yeah, no new friends, get rid of them
Who these new niggas? Yeah, I ain't feelin' them
Yeah, it's just me and my twinnem

That loyalty everything
I don't hang with broke bitches, they just be killin' my energy
Ain't bringin' nothin' to the table then you cannot sit with me
They don't bring nothin' to the table but they be lookin' for sympathy
Niggas be havin' they hand out but never did shit for me
Know a couple niggas that donе switched up and turned right to my enеmy
That's why it's just me and my
Just me and my twinnem
That's why it's just me and my
Just me and my twinnem, yeah

Yeah, that's my twinnem
Go, best friend, we killin' 'em
Yeah, no new friends, get rid of them
Who these new niggas? Yeah (Who?), I ain't feelin' them
Yeah, it's just me and my twinnem

That's my dog
See, I'm with whatever, I'll pop on a bitch if she take it too far
Fuck whoever, that was way before, now this shit ours
We up on these bitches and turnt up, tell 'em to check the scores
I done turned all my niggas to bosses, yeah (To bosses)
R.I.P. cousi', we buried in Boston (Rest in peace)
My nigga forever, you know that we locked in, yeah
That's my nigga forever, ain't takin' no losses (Forever, forever, forever)

Yeah, that's my twinnem
Go, best friend, we killin' 'em
Yeah, no new friends, get rid of them
Who these new niggas? Yeah (Who?), I ain't feelin' them
Yeah, it's just me and my twinnem",True
Break Up in the End,Cole Swindell,All of It,2018,199693,4,0.507,0.372,1,-8.433,1,0.0303,0.481,0.0,0.271,0.257,86.422,61,"I'd still walk in that bar a little drunk
I'd still ask you what you're drinking, what's your name
I'd still kiss you by the shuffleboard, last call at 2am
Even though we break up in the end

I'd introduce you to my mom and dad
Say ""I think I love her"" when you leave that room
I'd still not take their advice when I say you're moving in
Even though we break up in the end

Even if I knew you'd be the one that got away
I'd still go back and get you
Even if I knew you'd be my best and worst mistake
Oh, I'd still make it with you
Over and over, again and again
Even though we break up in the end

I'd still play my favorite song in your car
Let you love me to it, 'til it felt like ours
Now all I hear is you in it, but I'd still let you ruin it
Even though we break up in the end

Even if I knew you'd be the one that got away
I'd still go back and get you
Even if I knew you'd be my best and worst mistake
Girl, I'd still make it with you
Over and over, again and again
Even though we break up in the end

You've just had one too many tonight
You're just calling 'cause you're lonely, that's okay
But you know if you come over, I can't not let you in
Even though we'll break up in the end
I'd do it over and over, again and again
Even though we'd break up in the end",True
Chillin' It,Cole Swindell,Cole Swindell,2013,196746,4,0.576,0.849,9,-3.057,1,0.0386,0.511,3.89e-05,0.109,0.666,137.982,64,"I got my shades on, top back
Rollin' with the music jacked
One on the wheel, one around you baby

Little sun left to burn in the blue sky
Shinin' off the cross hangin' from the mirror of my ride
Breeze blowin' in, your hair blowin' round
You're scanning through the stations lookin' for that country sound
The good stuff iced up in the back seat
Nowhere to go, nowhere to be

I got my shades on, top back
Rollin' with the music jacked
One on the wheel, one around you baby
Sunset I bet there's a chance we can get
Sure enough tangled up laid back and lazy
Pour it on easy now don't spill a bit
Nothing but time tonight, let's get to killin' it
Long as I'm rockin' with you girl
You know I'm cool with
Just chillin' it

Nothing but two lane country on up ahead
Girl you so fine, I wouldn't mind if this is all we did
You got me high on kisses
You got me missin' signs
Hard lookin' left when my world is on my right

I got my shades on, top back
Rollin' with the music jacked
One on the wheel, one around you baby
Sunset I bet there's a chance we can get
Sure enough tangled up laid back and lazy
Pour it on easy now don't spill a bit
Nothing but time tonight, let's get to killin' it
Long as I'm rockin' with you girl
You know I'm cool with
Just chillin' it

Nothing like a little you and me low key
Right now I'm right where I wanna be

I got my shades on, top back
Rollin' with the music jacked
One on the wheel, one around you baby
Sunset I bet there's a chance we can get
Sure enough tangled up laid back and lazy
Pour it on easy now don't spill a bit
Nothing but time tonight, let's get to killin' it
Long as I'm rockin' with you girl
You know I'm cool with
Just chillin' it

Yeah I love rockin' with you and girl
We're just chillin' it",True
Forever To Me,Cole Swindell,Forever To Me,2019,179666,4,0.56,0.555,10,-7.612,1,0.0318,0.166,0.0,0.0837,0.328,153.986,60,"You ever seen a prayer in person?
Kind of thing that makes you believe
All the waitin' 'round was worth it
One of them meant-to-be's
Mine showed up out of nowhere
In just a T-shirt and some jeans
And I knew right then, right there
She looked like forever to me

She gave eighteen summers to Carolina
Spent a few more wild and free
Gave a long shot chance to a Georgia boy in Tennessee
I gave a promisе to her daddy
And a grass stain to my knee
I mighta gave her thе diamond, but she gave forever to me

Well, there ain't no dancin' 'round it
When your whole world standin' there
Just 'cause we've talked about it
Didn't mean I wasn't scared
And right there where I met her
Yeah, I showed her the ring
Just waitin' on her answer, Lord, felt like forever to me

Yeah, she gave eighteen summers to Carolina
Spent a few more wild and free
Gave a long shot chance to a Georgia boy in Tennessee
I gave a promise to her daddy
And a grass stain to my knee
I might've gave her the diamond, but she gave forever to me, yeah
She gave forever to me

She gave a ""yes"" to the dress with her mama
That's gonna be somethin' to see
She gave her heart to Jesus
And He gave her to me
I wish you coulda met my daddy
Know how happy he would be
That I gave her a diamond and she gave forever to me

(She gave forever to me)",True
I'm Gonna Let Her,Cole Swindell,I'm Gonna Let Her,2018,176666,4,0.412,0.586,7,-4.572,1,0.0318,0.292,3.66e-06,0.128,0.3,79.234,29,"She gonna take the runnin' right out of these boots
She gonna tell her mama 'bout someone new
And drop little hints 'bout a front door key
Park her car where the truck used to be
Yeah, she gonna take the runnin' right out of these boots

And I'm gonna let her
To keep on makin' this life of mine a little better
Showin' me all about love right down to the letter
So if she wants to think I'm thinkin' 'bout forever
I'm gonna let her

She gonna leave her earrings by the sink
She gonna steal my kiss, my heart, my drink
She gonna sleep with my t-shirt on
Get me missin' her when she's gone
Yeah, she gonna leave her earrings by the sink

And I'm gonna let her
To keep on makin' this life of mine a little better
Showin' me all about love right down to the letter
So if she wants to think I'm thinkin' 'bout forever
I'm gonna let her
Mm, yeah, oh, yeah

She'll wanna drive my truck, she'll wanna meet my friends
She'll wanna change a thousand things on a list that never ends

And I'm gonna let her
To keep on makin' my days and nights a little better
Might change her last name right down to the letter
So if she wants to think I'm thinkin' 'bout forever
Well, I'm gonna let her

Yeah, I'm gonna let her",True
Love You Too Late,Cole Swindell,All of It,2019,204720,4,0.542,0.797,9,-4.45,0,0.0379,0.00111,0.0,0.0906,0.593,113.95,54,"I wish this whiskey would make her miss me
Like I wish she did, I wish she did
Pouring up another one won't change what I should have done
Before she left, now all that's left is

Mile by mile and
City by city she's
Gettin' over me, and man it ain't pretty, no

She's out there rolling down some old interstate
Wide open, wide open
Couldn't make her stay
Probably cranking up some new freedom song
Wide open, wide open
Won't pick up her phone
While I'm dying here tonight
Staring goodbye in the face
Saying I love you too late
Too late

I can't take back what I never said
But if I could, man I would
Try and make her see
That me and Tennessee want her back
I wish it worked like that
Yeah

If I had half a clue
Where she was headed now
I'd do what I had to do
To make her turn that car around

She's out there rolling down some old interstate
Wide open, wide open
Couldn't make her stay
Probably cranking up some new freedom song
Wide open, wide open
Won't pick up her phone
While I'm dying here tonight
Staring goodbye in the face
Saying I love you too late
Too late

Yeah, I should've held her close
I should've let her know
How I felt about her 'bout a couple county lines ago

She's out there rolling down some old interstate
Wide open, wide open
Couldn't make her stay
Probably cranking up some new freedom song
Wide open, wide open
Won't pick up her phone
While I'm dying here tonight
Staring goodbye in the face
Saying I love you too late
Too late

Yeah
I love you too late
I can't take back what I never said
But if I could, damn I would",True
She Had Me At Heads Carolina,Cole Swindell,Stereotype,2022,206106,4,0.607,0.912,8,-3.449,1,0.0611,0.124,0.0,0.332,0.722,134.944,74,"(Heads Carolina, tails California)

I was out with the boys, catchin' up in a neon light
Didn't know 'til we walked in it was karaoke night
She was in a circle of girls, chasin' a shot with a lime
She was laughin', they were darin' her to get on the mic
One of 'em walked up and turned in her name
Next thing I knew, man, she was up on the stage, singin'

""Heads Carolina, tails California""
Maybe she'd fall for a boy from South Georgia
She's got the bar in the palm of her hand
And she's a '90s country fan like I am
Hey, I got a Chevy, she can flip a quarter
I'd drive hеr anywhere from herе to California
When this song is over, I gotta find her
'Cause she had me at ""Heads Carolina""

Yeah, she knew every word by heart, didn't need no screen, no
I was raisin' my glass up for her, I saw her smilin' at me, yeah
She had me down in the front by the end of verse two
Like there wasn't no one else in the room, we were singin'

""Heads Carolina, tails California""
Maybe she'd fall for a boy from South Georgia
She's got the bar in the palm of her hand
And she's a '90s country fan like I am
Hey, I got a Chevy, she can flip a quarter
I'd drive her anywhere from here to California
When this song is over, I gotta find her
'Cause she had me at ""Heads Carolina""

Yeah, I bought her a round and we talked 'til the lights came on
I still see that girl every time I hear that song

""Heads Carolina, tails California""
Maybe she'd fall for a boy from South Georgia
She's got the bar in the palm of her hand
And she's a '90s country fan like I am
Hey, I got a Chevy, she can flip a quarter
I'd drive her anywhere from here to California
When this song is over, I gotta find her
'Cause she had me at ""Heads Carolina""

(Heads Carolina, tails California)
Yeah, she had me at ""Heads Carolina"" (Somewhere greener, somewhere warmer)
(Heads Carolina, tails California)
Yeah (Somewhere greener, somewhere warmer)
(Heads Carolina)
(Somewhere together, I've got a quarter)
(Heads Carolina, tails California)",True
Somebody's Been Drinkin',Cole Swindell,All of It,2021,225266,4,0.481,0.775,0,-5.494,1,0.0597,0.0169,1.39e-05,0.0978,0.273,136.035,39,"First one came at 10:35-
Hey, what you doing?'
11:15- ""Are you alright, did you finally get moved in?""
12:18- ""I miss you""
12:36- ""Wish I could kiss you one more time, lay on your shoulder"" 1:09- ""Can I come over?""

Somebody's been drinkin' and got to thinkin' 'bout us
It's just the cherry bombs talkin' when you're hittin' me up
I got a fire in the backyard, half of bottle of Goose
And a spot on my shoulder so baby come on over
Somebody else has been drinkin' too

1:14 you say you closed your tab
But you need my new address
You shoot me a picture from the back of the cab
Damn, I've never seen that dress
1:26 screenshot, GPS, comin' in hot, two miles away
""I miss you so much,"" 1:28- ""Why'd we ever break up?""

Somebody's been drinkin' and got to thinkin' 'bout us
It's just the cherry bombs talkin' when you're hittin' me up
I got a fire in the backyard, half of bottle of Goose
And a spot on my shoulder so baby come on over
Somebody else has been drinkin' too, yeah

If we cross that line tonight, girl it ain't nobody's fault
And in the mornin' light we can blame it on the alcohol

Somebody's been drinkin' and got to thinkin' 'bout us
It's just the cherry bombs talkin' when you're hittin' me up
I got a fire in the backyard, half of bottle of Goose
And a spot on my shoulder so baby come on over
Somebody else has been drinkin' too

Somebody's been drinkin', yeah",True
Stay Downtown,Cole Swindell,You Should Be Here,2021,201866,4,0.336,0.758,5,-4.187,1,0.0451,0.00275,0.0,0.189,0.236,77.807,42,"When I feel my phone buzzing, ain't even gotta look down
I know it's you that's calling, a couple drinks in by now
So I say, ""Hello,"" you say, ""Hey, babe""
Say you're 'bout to catch a cab over to my place
""See you in five,"" but, baby, this time

Stay downtown
Keep moving your heels on the floor
Let the bartender pour you up another round
Tip the cover band, find another hand
To dance and call him your rebound
Another late night love, another last call crush
With the neon shining down
Girl, this time around, stay downtown

Ain't gonna lie, if you knock on my door
I'm gonna let you walk in
Let you leave drunk lipstick marks like tattoos on my skin
But you know in the morning
We're gonna regret everything we did
So why even start what ain't good for our hearts

Stay downtown
Keep moving your heels on the floor
Let the bartender pour you up another round
Tip the cover band, find another hand
To dance and call him your rebound
Another late night love, another last call crush
With the neon shining down
Girl, this time around, stay downtown

Keep sipping your drink, keep spinning the room
Keep chasing the night like you always do
Keep letting the good times play
Don't let me get in your way

Stay downtown
Keep moving your heels on the floor
Let the bartender pour you up another round
Tip the cover band, find another hand
To dance and call him your rebound
Another late night love, another last call crush
With the neon shining down
Girl, this time around, stay downtown
Stay downtown
Yeah, this time around, baby, stay downtown",True
You Should Be Here,Cole Swindell,You Should Be Here,2016,190173,4,0.489,0.641,7,-4.455,1,0.0282,0.0592,0.0,0.0857,0.303,136.095,61,"It's perfect outside, it's like God let me dial up the weather
Got the whole crew here, I ain't seen some of them in forever
It's one of those 'never forget it; better stop and take it in' kind of scenes
Everything's just right, yeah, except for one thing

You should be here
Standing with your arm around me here
Cuttin' up crackin' a cold beer
Sayin' cheers
Hey y'all, it's sure been a good year
It's one of those moments
That's got your name written all over it
And you know that if I had just one wish
It'd be that you didn't have to miss this
You should be here
(You should be here)

You'd be takin' way too many pictures on your phone
Showin' 'em off to everybody that you know back home
And even some you don't, yeah
They say now you're in a better place
And I would be too if I could see your face

You should be here
Standin' with your arm around me here
Cuttin' up crackin' a cold beer
Sayin' cheers
Hey y'all, it's sure been a good year
It's one of those moments
That's got your name written all over it
And you know that if I had just one wish
It'd be that you didn't have to miss this
Aw, you should be here

You'd be lovin' this
You'd be freakin' out
You'd be smilin'
Yeah, I know you'd be all about
What's goin' on right here, right now
God, I wish somehow
You could be here
Aw, you should be here

Yeah, this is one of those moments
That's got your name written all over it
And you know that if I had just one wish
It'd be that you didn't have to miss this
Aw, you should be here
(You should be here)
(You should be here)
You should be here",True
Never Ready,Corey Kent,Never Ready,2022,281306,4,0.478,0.653,8,-7.058,1,0.0312,0.0819,0.0,0.106,0.348,152.005,56,"College town, freshman love
You start thinkin' she might be the one
So you call her dad, start saving up
You blink an eye, now you're all tux'd up

You've been practicing ""I do""
But when she says it back to you

You're never ready for that kinda hit you outta left field
Naw, you never saw it coming, how it'd make you feel?
Seein' your blue jean baby in a white dress
Tryna act tough, but you're a train wreck
It's a half smile, half cry, change your whole life feeling that'll stop you in your tracks
People talk about it, and you thought about it
But that kinda heavy, naw, you're never ready for that

Start talkin' 'bout a couple kids
But we both think it's best to wait on it
'Cause broke as hell just ain't the time
'Til she hands you two pink lines

You're never ready for that kinda hit you outta left field
Naw, you never saw it coming, how it'd make you feel?
Seeing the nurse put your baby on her mama's chest
Tryna act tough, but you're a train wreck
It's a half smile, half cry, change your whole life feeling that'll stop you in your tracks
People talk about it, and you thought about it
But that kinda heavy, naw, you're never ready for that
Naw, you're never ready for that, ah

Time speeds up, and your parents slow down
Yeah, they always took care of you
But it's your turn now

You're never ready for that kinda hit you outta left field
Naw, you never saw it coming, how it'd make you feel?
Holding your old man's hand for his last breath
Trying to act tough, but you're a train wreck
It's a half smile, half cry, change your whole life feeling that'll stop you in your tracks
People talk about it, and you thought about it
But nothing gets you ready
Damn, I wasn't ready for that kinda heavy
Naw, you're never ready for that

No, I wasn't ready for that",True
Now or Never (feat. Lauren Alaina),Corey Kent,Now or Never (feat. Lauren Alaina),2022,174946,4,0.478,0.768,7,-4.784,1,0.0342,0.102,0.0,0.101,0.465,110.046,55,"Your headlights might as well be taillights
And your hellos might as well be goodbyes
'Cause your sunsets never turn to sunrise
Been down this road way too many times

Promises in the sheets, ones that you never keep
Maybes and somedays are startin' to get to me

You say you want me when you need me, but you're still on the fence
If I'm the only one that's seein' you and me in the end
Baby, break my heart and get it over with
Love me now, love mе now, or never again
Or nevеr again

No more callin' when you're drinkin'
No more lovin' me and leavin'
No more tellin' me that I'm yours
Tellin' me you're not sure
Showin' up drunk at my front door

You say you want me when you need me, but you're still on the fence
If I'm the only one that's seein' you and me in the end
Baby, break my heart and get it over with
Love me now, love me now, or never again
Love me now, or never again
(Hey, ooh yeah)

Love me more than tonight
Don't make me wake up alone
Girl, love me over the edge
Ooh, baby, just let me go
Can't make you make up your mind
This is our fork in the road
You either love me or you don't

You say you want me when you need me, but you're still on the fence
If I'm the only one that's seeing you and me in the end
Baby, break my heart and get this over with
Love me now, love me now, or never again
Love me now, love me now, love me now, or
Or never again
Love me now, love me now, or never again
Yeah, baby, break my heart and get it over with
Love me now, love me now, or never again

Love me, or never again
Ooh, never again",True
Rust,Corey Kent,Rust,2022,169720,4,0.469,0.813,1,-4.875,0,0.0422,0.00714,0.0,0.131,0.406,120.894,59,"Tougher than a Ford, more solid than a Chevy
Hearts born to run, rollin' lead foot heavy
Every twist, every turn, I'll hold you rock steady
'Til these wheels run right outta road
This ain't a two-tone pile of some Detroit steel
Or a worn-out plow in a farmer's field
Yeah, some things do, but we never will

This love won't rust, it holds right up
Ain't goin' nowhere when the goin' gets tough
The shine might fade, the rain's gon' come
We'll weather that storm whenever it does
This love don't rust, rust, rust

Got some grit, got some dirt
Got some rough around the edges
Up ahead, Heaven knows that devil's gonna test us
Right hand on a King James book of red letters
I'm bettin' on forever with you

This love won't rust, it holds right up
Ain't goin' nowhere when the goin' gets tough
The shine might fade, the rain's gon' come
We'll weather that storm whenever it does
This love don't rust, rust, rust
This love don't rust, rust, rust

Yeah, this ain't a two-tone pile of some Detroit steel
Or a worn out plow in a farmer's field
Yeah, some things do but we never will

This love won't rust, it holds right up
Ain't goin' nowhere when the goin' gets tough
The shine's gon' fade, the rain's gon' come
We'll weather that storm whenever it does
This love don't rust, rust, rust
This love don't rust, rust, rust",True
Something's Gonna Kill Me,Corey Kent,Blacktop,2022,183680,4,0.659,0.823,4,-5.77,0,0.0415,0.0174,1.82e-06,0.11,0.405,112.931,65,"I've watched a California sunset
Burn from orange to gold
Bought a pawnshop six-string
Sold my soul to rock and roll
They say if you ain't busy livin'
Then you're just dyin' slow
I wanna say I've done it all by the time it's time to go

Where and when and what'll be the death of me
Well, heaven only knows

It might be the highway and it might be these songs
It might be the whiskey or the smoke inside these lungs
Ain't no way around it
One day I'm gonna die
If something's gonna kill me might as well be
What makes me feel alive

I've loved a damn good woman
I've had to let one go
Rode life's rollercoasters
Mountain highs and valley lows
Broke 100 on two wheels
Found revival on the road
The devil's always on my heels but I keep him on his toes

And it might be the highway and it might be these songs
It might be the whiskey or the smoke inside these lungs
Ain't no way around it
One day I'm gonna die
If something's gonna kill me might as well be
What makes me feel alive

Alive, oh yeah

It might be the highway and it might be these songs
It might be the whiskey or the smoke inside these lungs
Ain't no way around it
One day I'm gonna die
If something's gonna kill me might as well be
What makes me feel alive

Alive
Alive
Alive

I've made my peace with God
I ain't afraid to die
If something's gonna kill me
Might as well be what makes me feel alive",True
This Heart,Corey Kent,This Heart,2022,186973,4,0.406,0.843,10,-5.124,0,0.0526,0.0889,0.0,0.158,0.271,150.054,68,"Yeah, ayy

I'm up to no good again
Burnin' through a second wind
Turnin' these doubles into nothin'
Tryna drown somethin' burnin' down in my chest
It's beatin' me black and blue, ooh
Like only goodbye'll do, ooh
Wish I could just drop it, but I got a problem
And it ain't even you, no, it ain't even you

Damn this heart and everything that comes with it
Damn this missin' you every night feelin'
I'd rip it out, girl, if I didn't need it
If you're gonna break it, why don't you keep it?
It ain't doin' nothin' but keepin' me up
I can't help it, it just loves what it loves
It hurt like hell when you tore it apart
But I didn't know that it would take it this hard
But damn this heart (Mm-hmm)

It's like it don't understand
We're as done as we've ever been
Yeah, I wish I never felt it, nothin', I can tell it
It's draggin' me through hell and back again

Damn this heart and everything that comes with it
Damn this missin' you every night feelin'
I'd rip it out, girl, if I didn't need it
If you're gonna break it, why don't you keep it?
It ain't doin' nothin' but keepin' me up
I can't help it, it just loves what it loves
It hurt like hell when you tore it apart
But I didn't know that it would take it this hard
Damn this heart
Damn this heart

It's beatin' me black and blue, ooh
Like only goodbye'll do, ooh-ooh
Wish I could just drop it, but I got a problem
And it ain't even you, no, it ain't even you

Damn this heart and everything that comes with it
Damn this missin' you every night feelin'
I'd rip it out, girl, if I didn't need it
If you're gonna break it, why don't you keep it?
It ain't doin' nothin' but keepin' me up
I can't help it, it just loves what it loves
It hurt like hell when you tore it apart
But I didn't know that it would take it this hard
Damn this heart
Damn this heart, yeah, yeah",False
Wild as Her,Corey Kent,Wild as Her,2023,199733,4,0.504,0.736,0,-6.079,1,0.0352,0.00216,0.0,0.129,0.46,148.014,61,"She never wanted to be white-picket fenced in
Her heart's like a feather in a Tulsa wind
Seaside breeze'll bring her to life
And all them other boys say she's a goodbye girl
She'll wreck your world
And leave before the mornin' sun
But here she is, free, lyin' next to me
'Cause I ain't tryna tame her love

I keep the windows down and the wind in her hair
Keep her heart hangin' on 'round every turn
She ain't scared to get tied down, scared to get burned
Just lookin' for somebody as wild as her
Wild
Wild

Saw that highway unwind in her deep-brown eyes
She saw a long stretch of dirt road dreamin' in mine
She ain't livin' for a diamond ring
Just livin' like the rock 'n' roll song she sings out loud
We're burnin' it down
Blazin' up a trail of smoke
Wherever we are, wherever we go
Yeah, that's where she calls home

I keep the windows down and the wind in her hair
Keep her heart hangin' on 'round every turn
She ain't scared to get tied down, scared to get burned
Just lookin' for somebody as wild as her
Wild
Wild
Yeah, yeah, man

Yeah
I ain't tryna fix her, I just wanna kiss her
Fuel a little fire in her soul
No, we don't say ""forever,"" but when we're together
Swear that we ain't ever lettin' go, yeah, she knows

I keep the windows down and the wind in her hair
Keep her heart hangin' on 'round every turn
She ain't scared to get tied down, scared to get burned
Just lookin' for somebody as wild as her
Wild
Wild

Yeah",False
Here With Me,d4vd,Petals to Thorns,2022,242484,4,0.575,0.45,4,-9.306,1,0.0259,0.531,6.59e-05,0.124,0.263,132.039,84,"Watch the sunrise along the coast
As we're both getting old
I can't describe what I'm feeling
And all I know is we're going home
So, please don't let me go
Don't let me go

And if it's right, I don't care how long it takes
As long as I'm with you, I've got a smile on my face
Save your tears, it'll be okay
All I know is you're here with me

Ooh-ooh, oh, oh-oh
Oh-oh-oh-oh-oh

Watch the sunrise as we're getting old, oh-oh
I can't describe, oh-oh
I wish I could live through every memory again
Just one more time before we float off in the wind
And all the time we spent waiting for the light to take us in
Have been the greatest moments of my life

I don't care how long it takes
As long as I'm with you, I've got a smile on my face
Save your tears, it'll be okay
You're here with me

Ooh-ooh, oh, oh-oh
Oh-oh-oh-oh-oh

I can't describe, oh-oh",False
Once More,d4vd,The Lost Petals,2022,121695,4,0.672,0.253,9,-12.71,0,0.0395,0.864,0.0,0.0787,0.409,76.481,60,"""I love you""
Three words I don't say anymore
Maybe because my heart is torn
It's taped up and it's stapled
I don't know if I'm able

To move on as I should
I’m watching you leave again
And it replays in my head
A million times and I can't take it
My heart is breaking once more

Picking my mind up off the floor
Will I put it back in my skull? No
Not ever 'cause you said we were forever, huh
That's some fable

But I can't move on as I should
I’m watching you leave again
And it replays in my head
A million times and I can't take it
My heart is breaking once more",False
Romantic Homicide,d4vd,Romantic Homicide,2022,132630,4,0.571,0.544,6,-10.613,1,0.0299,0.453,0.00805,0.322,0.216,132.052,86,"I'm scared (Oh-oh-oh)
It feels like you don't care (Ooh-ooh)
Enlighten me, my dear  (Ooh-ooh-ooh)
Why am I still here? Mm (Oh-oh)
I don't mean to be
Complacent with the decisions you made
But why? Mm

In the back of my mind
You died
And I didn't even cry
No, not a single tear
And I'm sick of waiting patiently
For someone that won't even arrive

Ooh-ooh-ooh-ooh-ooh-oh

In the back of my mind
I killed you
And I didn't even regret it
I can't believe I said it
But it's true
I hate you",False
Sleep Well,d4vd,Petals to Thorns,2023,175875,3,0.37,0.358,8,-10.633,1,0.0317,0.799,7.08e-06,0.142,0.186,147.581,74,"Do you think about me every night?
Before you go to sleep (Yeah)
I know you must be terrified
Of what you might see in your dreams, but

I'm here for you still
And even if you don't think that I'm near
I'll still be right next to you, my dear (Hmm)
And the way you make me feel
Has the power to make the whole world stand still
Who's to say that our love ain't real? 
(Hmm)

And I know I'm not the perfect guy
But I think I'm doing just alright
It doesn't matter what you thought of me then
But what you think of me now
We haven't always seen eye to eye
But right now, won't you look at minе
Don't be scared, therе's no such thing as fear
When you sleep, just know that

I'm here for you still
And even if you don't think that I'm near
I'll still be right next to you, my dear 
(Hmm)
And the way you make me feel
Has the power to make the whole world stand still
Who's to say that our love ain't real?",False
